lon,lat,doy,seas,thresh
147.625,-18.875,1,28.21,29.23
147.625,-18.875,2,28.22,29.24
147.625,-18.875,3,28.24,29.25
147.625,-18.875,4,28.25,29.27
147.625,-18.875,5,28.27,29.28
147.625,-18.875,6,28.28,29.29
147.625,-18.875,7,28.3,29.31
147.625,-18.875,8,28.32,29.32
147.625,-18.875,9,28.33,29.34
147.625,-18.875,10,28.35,29.35
147.625,-18.875,11,28.37,29.37
147.625,-18.875,12,28.39,29.39
147.625,-18.875,13,28.4,29.4
147.625,-18.875,14,28.42,29.42
147.625,-18.875,15,28.44,29.44
147.625,-18.875,16,28.46,29.45
147.625,-18.875,17,28.47,29.47
147.625,-18.875,18,28.49,29.48
147.625,-18.875,19,28.5,29.49
147.625,-18.875,20,28.51,29.5
147.625,-18.875,21,28.52,29.51
147.625,-18.875,22,28.53,29.52
147.625,-18.875,23,28.54,29.52
147.625,-18.875,24,28.55,29.53
147.625,-18.875,25,28.55,29.54
147.625,-18.875,26,28.56,29.55
147.625,-18.875,27,28.56,29.56
147.625,-18.875,28,28.57,29.56
147.625,-18.875,29,28.57,29.57
147.625,-18.875,30,28.58,29.58
147.625,-18.875,31,28.58,29.58
147.625,-18.875,32,28.59,29.59
147.625,-18.875,33,28.59,29.59
147.625,-18.875,34,28.6,29.59
147.625,-18.875,35,28.6,29.59
147.625,-18.875,36,28.6,29.59
147.625,-18.875,37,28.6,29.59
147.625,-18.875,38,28.59,29.58
147.625,-18.875,39,28.59,29.57
147.625,-18.875,40,28.58,29.56
147.625,-18.875,41,28.57,29.55
147.625,-18.875,42,28.56,29.54
147.625,-18.875,43,28.55,29.52
147.625,-18.875,44,28.54,29.51
147.625,-18.875,45,28.52,29.49
147.625,-18.875,46,28.51,29.48
147.625,-18.875,47,28.49,29.46
147.625,-18.875,48,28.48,29.45
147.625,-18.875,49,28.47,29.43
147.625,-18.875,50,28.45,29.42
147.625,-18.875,51,28.44,29.41
147.625,-18.875,52,28.43,29.4
147.625,-18.875,53,28.42,29.38
147.625,-18.875,54,28.4,29.37
147.625,-18.875,55,28.39,29.36
147.625,-18.875,56,28.38,29.34
147.625,-18.875,57,28.36,29.32
147.625,-18.875,58,28.35,29.3
147.625,-18.875,59,28.33,29.28
147.625,-18.875,60,28.31,29.26
147.625,-18.875,61,28.29,29.24
147.625,-18.875,62,28.27,29.21
147.625,-18.875,63,28.25,29.19
147.625,-18.875,64,28.22,29.17
147.625,-18.875,65,28.2,29.15
147.625,-18.875,66,28.18,29.13
147.625,-18.875,67,28.16,29.1
147.625,-18.875,68,28.14,29.08
147.625,-18.875,69,28.11,29.05
147.625,-18.875,70,28.09,29.03
147.625,-18.875,71,28.07,29.01
147.625,-18.875,72,28.05,28.99
147.625,-18.875,73,28.03,28.96
147.625,-18.875,74,28.01,28.94
147.625,-18.875,75,27.98,28.92
147.625,-18.875,76,27.96,28.89
147.625,-18.875,77,27.94,28.87
147.625,-18.875,78,27.91,28.84
147.625,-18.875,79,27.89,28.81
147.625,-18.875,80,27.86,28.78
147.625,-18.875,81,27.83,28.75
147.625,-18.875,82,27.81,28.72
147.625,-18.875,83,27.78,28.69
147.625,-18.875,84,27.75,28.66
147.625,-18.875,85,27.72,28.63
147.625,-18.875,86,27.69,28.6
147.625,-18.875,87,27.65,28.57
147.625,-18.875,88,27.62,28.53
147.625,-18.875,89,27.59,28.49
147.625,-18.875,90,27.55,28.46
147.625,-18.875,91,27.52,28.42
147.625,-18.875,92,27.49,28.38
147.625,-18.875,93,27.45,28.35
147.625,-18.875,94,27.42,28.31
147.625,-18.875,95,27.38,28.27
147.625,-18.875,96,27.34,28.23
147.625,-18.875,97,27.31,28.2
147.625,-18.875,98,27.27,28.16
147.625,-18.875,99,27.23,28.12
147.625,-18.875,100,27.19,28.09
147.625,-18.875,101,27.15,28.05
147.625,-18.875,102,27.11,28.01
147.625,-18.875,103,27.07,27.96
147.625,-18.875,104,27.03,27.92
147.625,-18.875,105,26.99,27.88
147.625,-18.875,106,26.95,27.84
147.625,-18.875,107,26.91,27.8
147.625,-18.875,108,26.87,27.76
147.625,-18.875,109,26.83,27.71
147.625,-18.875,110,26.79,27.67
147.625,-18.875,111,26.74,27.63
147.625,-18.875,112,26.7,27.59
147.625,-18.875,113,26.66,27.54
147.625,-18.875,114,26.61,27.5
147.625,-18.875,115,26.57,27.45
147.625,-18.875,116,26.53,27.4
147.625,-18.875,117,26.48,27.35
147.625,-18.875,118,26.44,27.31
147.625,-18.875,119,26.39,27.26
147.625,-18.875,120,26.35,27.22
147.625,-18.875,121,26.3,27.17
147.625,-18.875,122,26.26,27.13
147.625,-18.875,123,26.22,27.09
147.625,-18.875,124,26.18,27.05
147.625,-18.875,125,26.14,27.01
147.625,-18.875,126,26.1,26.97
147.625,-18.875,127,26.06,26.94
147.625,-18.875,128,26.02,26.9
147.625,-18.875,129,25.98,26.86
147.625,-18.875,130,25.94,26.82
147.625,-18.875,131,25.9,26.78
147.625,-18.875,132,25.86,26.74
147.625,-18.875,133,25.82,26.7
147.625,-18.875,134,25.78,26.66
147.625,-18.875,135,25.74,26.62
147.625,-18.875,136,25.7,26.58
147.625,-18.875,137,25.66,26.54
147.625,-18.875,138,25.62,26.5
147.625,-18.875,139,25.58,26.46
147.625,-18.875,140,25.53,26.42
147.625,-18.875,141,25.49,26.38
147.625,-18.875,142,25.45,26.33
147.625,-18.875,143,25.41,26.29
147.625,-18.875,144,25.36,26.25
147.625,-18.875,145,25.32,26.2
147.625,-18.875,146,25.28,26.16
147.625,-18.875,147,25.24,26.12
147.625,-18.875,148,25.19,26.07
147.625,-18.875,149,25.15,26.03
147.625,-18.875,150,25.1,25.99
147.625,-18.875,151,25.06,25.94
147.625,-18.875,152,25.02,25.89
147.625,-18.875,153,24.97,25.85
147.625,-18.875,154,24.93,25.8
147.625,-18.875,155,24.88,25.75
147.625,-18.875,156,24.83,25.7
147.625,-18.875,157,24.79,25.65
147.625,-18.875,158,24.74,25.6
147.625,-18.875,159,24.69,25.55
147.625,-18.875,160,24.64,25.5
147.625,-18.875,161,24.59,25.45
147.625,-18.875,162,24.54,25.4
147.625,-18.875,163,24.49,25.36
147.625,-18.875,164,24.45,25.31
147.625,-18.875,165,24.4,25.27
147.625,-18.875,166,24.36,25.22
147.625,-18.875,167,24.31,25.18
147.625,-18.875,168,24.27,25.14
147.625,-18.875,169,24.23,25.1
147.625,-18.875,170,24.19,25.06
147.625,-18.875,171,24.15,25.03
147.625,-18.875,172,24.11,24.99
147.625,-18.875,173,24.07,24.95
147.625,-18.875,174,24.04,24.92
147.625,-18.875,175,24,24.88
147.625,-18.875,176,23.96,24.84
147.625,-18.875,177,23.93,24.81
147.625,-18.875,178,23.89,24.77
147.625,-18.875,179,23.86,24.74
147.625,-18.875,180,23.82,24.71
147.625,-18.875,181,23.79,24.67
147.625,-18.875,182,23.76,24.64
147.625,-18.875,183,23.73,24.62
147.625,-18.875,184,23.7,24.59
147.625,-18.875,185,23.67,24.56
147.625,-18.875,186,23.64,24.54
147.625,-18.875,187,23.61,24.51
147.625,-18.875,188,23.58,24.49
147.625,-18.875,189,23.56,24.47
147.625,-18.875,190,23.53,24.44
147.625,-18.875,191,23.51,24.42
147.625,-18.875,192,23.49,24.41
147.625,-18.875,193,23.47,24.39
147.625,-18.875,194,23.44,24.37
147.625,-18.875,195,23.43,24.35
147.625,-18.875,196,23.41,24.34
147.625,-18.875,197,23.39,24.32
147.625,-18.875,198,23.37,24.31
147.625,-18.875,199,23.36,24.29
147.625,-18.875,200,23.35,24.28
147.625,-18.875,201,23.33,24.26
147.625,-18.875,202,23.32,24.25
147.625,-18.875,203,23.31,24.24
147.625,-18.875,204,23.3,24.23
147.625,-18.875,205,23.29,24.21
147.625,-18.875,206,23.28,24.2
147.625,-18.875,207,23.27,24.19
147.625,-18.875,208,23.26,24.18
147.625,-18.875,209,23.25,24.17
147.625,-18.875,210,23.25,24.17
147.625,-18.875,211,23.24,24.16
147.625,-18.875,212,23.23,24.15
147.625,-18.875,213,23.23,24.15
147.625,-18.875,214,23.22,24.14
147.625,-18.875,215,23.22,24.14
147.625,-18.875,216,23.22,24.14
147.625,-18.875,217,23.22,24.15
147.625,-18.875,218,23.22,24.15
147.625,-18.875,219,23.23,24.16
147.625,-18.875,220,23.23,24.16
147.625,-18.875,221,23.24,24.17
147.625,-18.875,222,23.24,24.18
147.625,-18.875,223,23.25,24.18
147.625,-18.875,224,23.26,24.19
147.625,-18.875,225,23.27,24.19
147.625,-18.875,226,23.28,24.2
147.625,-18.875,227,23.28,24.21
147.625,-18.875,228,23.29,24.21
147.625,-18.875,229,23.3,24.22
147.625,-18.875,230,23.31,24.22
147.625,-18.875,231,23.33,24.23
147.625,-18.875,232,23.34,24.24
147.625,-18.875,233,23.36,24.25
147.625,-18.875,234,23.37,24.27
147.625,-18.875,235,23.39,24.29
147.625,-18.875,236,23.41,24.32
147.625,-18.875,237,23.43,24.34
147.625,-18.875,238,23.46,24.37
147.625,-18.875,239,23.48,24.41
147.625,-18.875,240,23.51,24.44
147.625,-18.875,241,23.54,24.47
147.625,-18.875,242,23.57,24.51
147.625,-18.875,243,23.6,24.54
147.625,-18.875,244,23.63,24.58
147.625,-18.875,245,23.66,24.61
147.625,-18.875,246,23.69,24.65
147.625,-18.875,247,23.73,24.67
147.625,-18.875,248,23.76,24.71
147.625,-18.875,249,23.79,24.74
147.625,-18.875,250,23.83,24.77
147.625,-18.875,251,23.86,24.8
147.625,-18.875,252,23.9,24.83
147.625,-18.875,253,23.94,24.87
147.625,-18.875,254,23.97,24.91
147.625,-18.875,255,24.01,24.95
147.625,-18.875,256,24.05,25
147.625,-18.875,257,24.09,25.04
147.625,-18.875,258,24.13,25.09
147.625,-18.875,259,24.17,25.13
147.625,-18.875,260,24.21,25.18
147.625,-18.875,261,24.25,25.23
147.625,-18.875,262,24.29,25.28
147.625,-18.875,263,24.33,25.32
147.625,-18.875,264,24.38,25.37
147.625,-18.875,265,24.42,25.4
147.625,-18.875,266,24.46,25.44
147.625,-18.875,267,24.5,25.48
147.625,-18.875,268,24.55,25.52
147.625,-18.875,269,24.59,25.56
147.625,-18.875,270,24.63,25.59
147.625,-18.875,271,24.67,25.62
147.625,-18.875,272,24.72,25.66
147.625,-18.875,273,24.76,25.7
147.625,-18.875,274,24.8,25.73
147.625,-18.875,275,24.85,25.77
147.625,-18.875,276,24.89,25.81
147.625,-18.875,277,24.93,25.85
147.625,-18.875,278,24.98,25.89
147.625,-18.875,279,25.02,25.94
147.625,-18.875,280,25.06,25.98
147.625,-18.875,281,25.1,26.03
147.625,-18.875,282,25.15,26.07
147.625,-18.875,283,25.19,26.11
147.625,-18.875,284,25.23,26.15
147.625,-18.875,285,25.27,26.19
147.625,-18.875,286,25.31,26.23
147.625,-18.875,287,25.35,26.27
147.625,-18.875,288,25.39,26.31
147.625,-18.875,289,25.44,26.34
147.625,-18.875,290,25.48,26.37
147.625,-18.875,291,25.52,26.41
147.625,-18.875,292,25.56,26.44
147.625,-18.875,293,25.6,26.47
147.625,-18.875,294,25.64,26.51
147.625,-18.875,295,25.68,26.54
147.625,-18.875,296,25.72,26.57
147.625,-18.875,297,25.76,26.61
147.625,-18.875,298,25.8,26.65
147.625,-18.875,299,25.84,26.69
147.625,-18.875,300,25.88,26.73
147.625,-18.875,301,25.91,26.77
147.625,-18.875,302,25.95,26.81
147.625,-18.875,303,25.99,26.85
147.625,-18.875,304,26.03,26.88
147.625,-18.875,305,26.07,26.92
147.625,-18.875,306,26.11,26.96
147.625,-18.875,307,26.15,27
147.625,-18.875,308,26.18,27.04
147.625,-18.875,309,26.22,27.07
147.625,-18.875,310,26.26,27.1
147.625,-18.875,311,26.3,27.13
147.625,-18.875,312,26.34,27.16
147.625,-18.875,313,26.38,27.2
147.625,-18.875,314,26.42,27.23
147.625,-18.875,315,26.46,27.27
147.625,-18.875,316,26.5,27.31
147.625,-18.875,317,26.54,27.35
147.625,-18.875,318,26.58,27.4
147.625,-18.875,319,26.62,27.44
147.625,-18.875,320,26.65,27.49
147.625,-18.875,321,26.69,27.53
147.625,-18.875,322,26.73,27.58
147.625,-18.875,323,26.77,27.62
147.625,-18.875,324,26.81,27.67
147.625,-18.875,325,26.85,27.73
147.625,-18.875,326,26.89,27.78
147.625,-18.875,327,26.94,27.83
147.625,-18.875,328,26.98,27.88
147.625,-18.875,329,27.02,27.93
147.625,-18.875,330,27.06,27.98
147.625,-18.875,331,27.1,28.03
147.625,-18.875,332,27.15,28.08
147.625,-18.875,333,27.19,28.13
147.625,-18.875,334,27.23,28.19
147.625,-18.875,335,27.27,28.24
147.625,-18.875,336,27.31,28.29
147.625,-18.875,337,27.36,28.34
147.625,-18.875,338,27.4,28.39
147.625,-18.875,339,27.44,28.44
147.625,-18.875,340,27.48,28.49
147.625,-18.875,341,27.51,28.53
147.625,-18.875,342,27.55,28.58
147.625,-18.875,343,27.59,28.62
147.625,-18.875,344,27.62,28.66
147.625,-18.875,345,27.66,28.7
147.625,-18.875,346,27.69,28.73
147.625,-18.875,347,27.72,28.77
147.625,-18.875,348,27.76,28.8
147.625,-18.875,349,27.79,28.83
147.625,-18.875,350,27.82,28.86
147.625,-18.875,351,27.85,28.89
147.625,-18.875,352,27.88,28.92
147.625,-18.875,353,27.91,28.94
147.625,-18.875,354,27.93,28.97
147.625,-18.875,355,27.96,29
147.625,-18.875,356,27.99,29.03
147.625,-18.875,357,28.01,29.05
147.625,-18.875,358,28.04,29.08
147.625,-18.875,359,28.06,29.1
147.625,-18.875,360,28.08,29.12
147.625,-18.875,361,28.1,29.14
147.625,-18.875,362,28.12,29.16
147.625,-18.875,363,28.14,29.18
147.625,-18.875,364,28.16,29.19
147.625,-18.875,365,28.18,29.2
147.625,-18.875,366,28.19,29.22
